金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,所在区域
43.8,2室2厅1厨1卫,低楼层 (共18层),88.99,平层,,板楼,南 北,钢混结构,精装,一梯两户,有,天元区
28.0,1室1厅1厨1卫,中楼层 (共18层),49.5,平层,,,南,未知结构,精装,两梯四户,有,石峰区
39.9,2室1厅1厨1卫,低楼层 (共7层),92.01,错层,,,南,混合结构,精装,四梯两户,有,荷塘区
90.0,5室1厅1厨2卫,中楼层 (共18层),175.1,平层,,,南,未知结构,精装,两梯一户,有,株洲县
46.0,2室2厅1厨1卫,中楼层 (共33层),70.03,平层,,板塔结合,东南,钢混结构,精装,三梯二十三户,有,天元区
38.0,1室1厅1厨1卫,高楼层 (共28层),79.0,平层,,板塔结合,东南,钢混结构,精装,三梯二十户,有,芦淞区
116.0,4室2厅1厨2卫,中楼层 (共33层),131.0,平层,,,南,未知结构,毛坯,一梯四户,无,天元区
19.8,1室1厅1厨1卫,低楼层 (共31层),43.0,平层,,塔楼,南,钢混结构,精装,四梯十八户,有,天元区
58.0,3室2厅1厨2卫,中楼层 (共8层),120.0,平层,,板楼,南,钢混结构,精装,一梯两户,无,天元区
65.0,3室2厅1厨2卫,中楼层 (共15层),105.25,平层,,,南,未知结构,毛坯,一梯四户,无,株洲县
54.8,3室2厅1厨2卫,中楼层 (共13层),126.0,错层,,塔楼,南,钢混结构,精装,一梯四户,有,芦淞区
24.0,1室1厅0厨1卫,高楼层 (共22层),48.46,平层,,板塔结合,南 北,钢混结构,精装,三梯十四户,有,天元区
76.8,3室1厅1厨2卫,低楼层 (共33层),110.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
54.0,4室2厅1厨2卫,中楼层 (共7层),143.0,平层,,塔楼,东南,钢混结构,毛坯,一梯两户,无,芦淞区
68.0,3室2厅1厨2卫,低楼层 (共18层),128.0,平层,,,南,未知结构,精装,一梯两户,有,石峰区
63.0,3室2厅1厨2卫,低楼层 (共17层),136.81,平层,,塔楼,南 东,钢混结构,精装,两梯三户,有,芦淞区
27.8,2室1厅1厨1卫,中楼层 (共6层),62.0,平层,,板楼,东南,砖混结构,精装,一梯四户,无,荷塘区
69.8,3室2厅1厨2卫,高楼层 (共32层),114.65,平层,,,南,未知结构,毛坯,一梯四户,无,天元区
45.0,5室2厅2厨4卫,高楼层 (共6层),181.67,平层,,,东南 北,未知结构,毛坯,一梯两户,无,石峰区
148.0,3室2厅1厨2卫,高楼层 (共33层),157.58,平层,,板楼,南,钢混结构,精装,一梯四户,无,天元区
51.8,3室2厅1厨2卫,中楼层 (共8层),150.1,平层,138.22,板楼,南,钢混结构,毛坯,一梯两户,无,天元区
78.0,3室2厅1厨2卫,中楼层 (共26层),128.04,平层,100.45,,南,未知结构,精装,一梯三户,有,石峰区
72.0,4室2厅1厨2卫,高楼层 (共31层),137.16,平层,,塔楼,东南,钢混结构,毛坯,两梯四户,有,天元区
42.0,3室2厅1厨1卫,中楼层 (共7层),94.95,平层,,板楼,南,钢混结构,精装,一梯两户,无,天元区
48.8,3室2厅1厨1卫,中楼层 (共29层),110.41,平层,,板塔结合,南 北,框架结构,毛坯,两梯四户,有,天元区
75.0,3室1厅1厨1卫,高楼层 (共32层),85.08,平层,,板楼,西南,钢混结构,毛坯,两梯四户,有,天元区
109.8,4室2厅1厨2卫,高楼层 (共32层),142.0,平层,,板塔结合,东南 南,框架结构,精装,两梯四户,有,天元区
62.0,4室2厅1厨2卫,高楼层 (共7层),175.01,复式,155.62,塔楼,南,钢混结构,精装,一梯两户,无,芦淞区
49.8,3室2厅1厨1卫,高楼层 (共32层),100.0,平层,,板楼,南,钢混结构,精装,两梯六户,有,石峰区
88.8,4室1厅1厨2卫,低楼层 (共29层),132.0,平层,,板楼,南,钢混结构,精装,两梯三户,有,天元区
90.0,4室2厅1厨2卫,低楼层 (共21层),130.0,平层,,板塔结合,南 北,框架结构,精装,两梯三户,有,天元区
38.0,3室1厅1厨1卫,低楼层 (共7层),127.93,平层,,,南 北,未知结构,简装,一梯两户,无,荷塘区
60.0,4室1厅1厨2卫,中楼层 (共16层),141.88,平层,,板塔结合,东南,混合结构,毛坯,两梯三户,有,荷塘区
64.0,4室2厅1厨2卫,中楼层 (共8层),164.0,平层,150.0,,南,未知结构,毛坯,一梯两户,无,荷塘区
32.8,3室2厅1厨2卫,高楼层 (共9层),114.0,平层,,板楼,南 北,混合结构,简装,一梯两户,无,芦淞区
71.0,3室1厅1厨2卫,高楼层 (共17层),124.75,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
46.0,3室2厅1厨1卫,中楼层 (共8层),116.0,平层,,板楼,南,混合结构,精装,一梯两户,无,天元区
95.0,3室1厅1厨2卫,中楼层 (共18层),132.0,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
76.8,3室2厅1厨2卫,低楼层 (共30层),130.0,平层,100.0,塔楼,东南,钢混结构,精装,两梯三户,有,荷塘区
29.5,2室1厅1厨1卫,低楼层 (共7层),85.0,平层,,,东南,未知结构,简装,一梯两户,无,荷塘区
51.0,3室2厅1厨2卫,高楼层 (共19层),118.84,平层,,,南,未知结构,毛坯,一梯三户,无,石峰区
48.0,2室2厅1厨1卫,高楼层 (共32层),86.8,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
98.8,4室2厅1厨2卫,中楼层 (共32层),125.59,平层,,,南 北,钢混结构,毛坯,二十梯三户,有,天元区
100.0,4室2厅2厨2卫,中楼层 (共6层),141.1,复式,,,南,未知结构,毛坯,一梯两户,无,株洲县
55.0,3室2厅1厨2卫,高楼层 (共8层),140.17,平层,,板楼,南,混合结构,精装,一梯两户,无,天元区
53.8,4室2厅1厨2卫,高楼层 (共7层),137.63,复式,,板楼,南,砖混结构,简装,一梯两户,无,天元区
88.8,3室2厅1厨2卫,中楼层 (共26层),129.64,平层,105.05,板塔结合,南,钢混结构,简装,两梯四户,有,天元区
85.0,4室2厅1厨2卫,高楼层 (共33层),138.23,平层,,,南,未知结构,毛坯,一梯三户,无,天元区
48.0,3室2厅1厨2卫,高楼层 (共6层),135.64,错层,,,南,未知结构,精装,一梯两户,无,石峰区
55.0,2室2厅1厨1卫,高楼层 (共7层),86.0,复式,,塔楼,南,混合结构,精装,一梯两户,无,荷塘区
53.8,3室2厅1厨2卫,中楼层 (共7层),124.0,平层,,板楼,南,砖混结构,精装,一梯两户,无,芦淞区
66.0,3室2厅1厨2卫,中楼层 (共16层),127.1,平层,107.36,塔楼,东南,钢混结构,毛坯,两梯四户,有,天元区
43.8,3室2厅1厨1卫,高楼层 (共32层),88.0,平层,,,东南,钢混结构,精装,两梯四户,有,石峰区
74.8,4室2厅1厨2卫,低楼层 (共32层),130.64,平层,107.28,板塔结合,南 北,未知结构,毛坯,一梯四户,无,天元区
95.0,3室1厅1厨2卫,高楼层 (共32层),117.67,平层,,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
118.5,4室2厅1厨2卫,高楼层 (共31层),169.33,平层,138.4,,南,未知结构,毛坯,一梯三户,无,天元区
25.8,2室2厅1厨1卫,高楼层 (共7层),79.49,平层,69.45,板楼,南 北,砖混结构,精装,一梯两户,无,芦淞区
86.0,4室2厅1厨2卫,中楼层 (共28层),141.01,平层,,,东南,未知结构,毛坯,一梯四户,无,天元区
62.0,3室2厅1厨2卫,中楼层 (共7层),127.88,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
68.0,4室2厅1厨2卫,中楼层 (共7层),150.0,错层,,板楼,南,钢混结构,精装,一梯两户,无,天元区
38.0,3室2厅1厨1卫,中楼层 (共8层),119.03,平层,119.0,板楼,南,混合结构,精装,一梯两户,无,芦淞区
48.0,3室1厅1厨2卫,低楼层 (共18层),136.0,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无,荷塘区
75.0,3室2厅1厨2卫,中楼层 (共33层),119.82,平层,93.2,,南,未知结构,毛坯,一梯四户,无,天元区
118.0,4室2厅1厨2卫,中楼层 (共18层),166.64,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,天元区
90.0,4室1厅1厨2卫,低楼层 (共28层),141.25,平层,,,南,未知结构,毛坯,一梯四户,无,天元区
56.8,3室2厅1厨2卫,低楼层 (共32层),104.84,平层,,板塔结合,南,未知结构,毛坯,一梯四户,无,天元区
79.0,3室2厅1厨2卫,中楼层 (共33层),119.22,平层,87.13,,东南,未知结构,精装,两梯两户,有,天元区
65.8,3室1厅1厨1卫,高楼层 (共33层),97.0,平层,33.9,板楼,南,钢混结构,精装,两梯四户,有,天元区
70.0,4室2厅1厨2卫,低楼层 (共18层),129.03,平层,120.0,塔楼,南,钢混结构,简装,一梯四户,有,芦淞区
51.8,3室2厅1厨1卫,高楼层 (共34层),103.0,平层,84.77,板塔结合,东南 南,钢混结构,精装,两梯四户,有,石峰区
41.8,3室2厅1厨2卫,高楼层 (共12层),115.97,平层,113.56,塔楼,南,钢混结构,毛坯,一梯两户,有,芦淞区
99.8,4室2厅1厨2卫,中楼层 (共33层),134.09,平层,,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
68.0,3室2厅1厨2卫,低楼层 (共22层),130.37,平层,,板塔结合,南,钢混结构,毛坯,一梯三户,无,天元区
75.0,3室2厅1厨2卫,高楼层 (共9层),140.23,平层,,塔楼,南 北,钢混结构,精装,一梯两户,有,天元区
80.6,3室2厅1厨2卫,高楼层 (共34层),115.18,平层,,,南,未知结构,毛坯,一梯三户,无,天元区
99.8,4室2厅1厨2卫,高楼层 (共33层),143.97,平层,,,东 东南 南,未知结构,毛坯,两梯四户,有,天元区
46.0,3室2厅1厨2卫,中楼层 (共18层),113.62,平层,110.0,塔楼,南,钢混结构,简装,一梯六户,有,芦淞区
40.6,3室2厅1厨2卫,低楼层 (共7层),110.62,平层,98.43,板塔结合,南 北,钢混结构,简装,一梯三户,无,石峰区
100.0,3室2厅1厨1卫,高楼层 (共33层),145.66,平层,116.28,板塔结合,南 北,混合结构,精装,两梯两户,有,荷塘区
67.0,3室2厅1厨2卫,中楼层 (共33层),111.91,平层,,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,天元区
34.5,3室2厅1厨2卫,中楼层 (共7层),110.14,平层,99.57,,东南,未知结构,简装,一梯两户,无,荷塘区
90.0,4室2厅1厨2卫,中楼层 (共17层),173.1,,,板楼,东南,钢混结构,简装,两梯三户,有,天元区
106.8,4室2厅1厨2卫,高楼层 (共33层),169.42,平层,,,南 北,未知结构,毛坯,一梯三户,无,天元区
96.5,3室2厅1厨2卫,低楼层 (共28层),136.26,平层,109.25,,南 北,未知结构,毛坯,一梯四户,无,天元区
42.8,3室2厅1厨1卫,高楼层 (共16层),103.46,平层,,,南,未知结构,精装,一梯六户,无,荷塘区
122.8,3室2厅1厨2卫,高楼层 (共34层),143.0,平层,,板楼,东南,钢混结构,毛坯,两梯四户,有,天元区
80.0,3室2厅1厨2卫,中楼层 (共33层),129.08,平层,,板楼,东南,钢混结构,精装,两梯三户,有,天元区
113.0,4室2厅1厨2卫,高楼层 (共32层),163.93,复式,,,南,钢混结构,毛坯,一梯三户,无,芦淞区
49.8,3室2厅1厨2卫,中楼层 (共8层),111.97,平层,100.68,板塔结合,南,钢混结构,精装,一梯两户,无,天元区
85.0,4室2厅1厨2卫,高楼层 (共31层),130.82,平层,,板塔结合,南 北,钢混结构,毛坯,四梯六户,有,天元区
66.6,3室2厅1厨1卫,高楼层 (共27层),121.54,平层,98.9,塔楼,南 北,钢混结构,毛坯,两梯四户,有,荷塘区
76.0,3室2厅1厨1卫,中楼层 (共33层),94.88,平层,,板塔结合,南,框架结构,毛坯,两梯四户,有,天元区
99.8,4室1厅1厨2卫,中楼层 (共25层),187.79,平层,,板塔结合,南,砖混结构,精装,两梯四户,有,荷塘区
58.0,3室2厅1厨2卫,低楼层 (共27层),110.1,平层,,,南,未知结构,毛坯,一梯四户,无,荷塘区
68.8,5室2厅1厨2卫,高楼层 (共8层),190.35,复式,,,南 北,未知结构,简装,一梯两户,无,芦淞区
41.0,3室2厅1厨2卫,中楼层 (共9层),110.37,平层,96.28,板塔结合,南,砖混结构,简装,一梯两户,无,荷塘区
56.8,3室2厅1厨1卫,高楼层 (共27层),100.5,平层,,板塔结合,东南,砖混结构,毛坯,两梯四户,有,天元区
138.0,4室2厅1厨2卫,低楼层 (共33层),166.0,平层,,塔楼,东南,钢混结构,毛坯,一梯三户,无,天元区
25.0,3室2厅1厨1卫,中楼层 (共9层),103.78,平层,,板楼,南 北,砖混结构,毛坯,一梯两户,无,芦淞区
92.0,3室2厅1厨2卫,中楼层 (共20层),144.0,平层,,板塔结合,南,框架结构,精装,一梯两户,有,天元区
71.8,4室2厅1厨2卫,低楼层 (共11层),156.83,平层,148.0,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
95.0,4室2厅1厨2卫,高楼层 (共32层),149.13,平层,,塔楼,东南,钢混结构,简装,两梯三户,有,天元区
85.5,4室2厅2厨2卫,中楼层 (共26层),117.65,平层,,塔楼,南,钢混结构,精装,十五梯四户,有,天元区
83.8,3室2厅1厨2卫,中楼层 (共18层),119.1,平层,,板塔结合,南 北,砖混结构,精装,两梯三户,有,天元区
40.0,3室2厅1厨1卫,中楼层 (共8层),102.9,平层,90.41,板楼,南,混合结构,精装,一梯两户,无,天元区
86.8,3室2厅1厨2卫,高楼层 (共18层),140.14,平层,,塔楼,东南,钢混结构,精装,一梯两户,无,天元区
68.0,3室1厅1厨1卫,低楼层 (共33层),113.28,平层,,塔楼,南 北,钢混结构,毛坯,两梯三户,有,天元区
66.8,3室2厅2厨1卫,高楼层 (共17层),134.24,平层,,塔楼,东南 北,钢混结构,精装,一梯两户,有,天元区
66.5,4室2厅1厨2卫,高楼层 (共31层),135.14,平层,111.24,,南 北,未知结构,毛坯,一梯四户,无,荷塘区
17.0,3室1厅1厨1卫,高楼层 (共6层),77.0,平层,,,南 北,未知结构,简装,一梯四户,无,芦淞区
85.8,4室2厅1厨2卫,中楼层 (共20层),167.05,平层,,板塔结合,南,框架结构,毛坯,一梯两户,有,天元区
263.8,4室1厅1厨2卫,中楼层 (共18层),180.0,平层,,板楼,南,钢混结构,精装,一梯两户,无,天元区
46.8,3室2厅1厨1卫,高楼层 (共17层),113.87,平层,92.29,板楼,南,钢混结构,毛坯,两梯两户,有,醴陵市
65.0,4室2厅1厨2卫,高楼层 (共7层),149.24,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
66.0,3室2厅1厨2卫,低楼层 (共17层),147.0,平层,,板塔结合,南 北,钢混结构,简装,一梯两户,无,天元区
75.0,4室1厅1厨2卫,中楼层 (共29层),119.83,平层,,,南,未知结构,毛坯,一梯四户,无,天元区
69.8,4室2厅1厨2卫,高楼层 (共7层),155.88,错层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
49.0,3室2厅1厨1卫,高楼层 (共7层),84.96,平层,84.96,板塔结合,南,砖混结构,精装,一梯两户,无,芦淞区
74.5,3室1厅1厨1卫,低楼层 (共27层),100.0,平层,95.0,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
53.0,3室1厅1厨2卫,中楼层 (共11层),129.51,平层,110.81,板塔结合,东 东南 南,钢混结构,毛坯,一梯两户,有,天元区
138.0,4室2厅1厨2卫,低楼层 (共32层),181.1,平层,155.03,板塔结合,南,框架结构,精装,两梯四户,有,天元区
145.0,3室2厅1厨2卫,中楼层 (共6层),129.85,复式,98.98,,南,未知结构,毛坯,一梯两户,无,天元区
92.0,4室2厅1厨2卫,低楼层 (共24层),129.42,平层,,,东 南,钢混结构,精装,一梯四户,无,天元区
32.6,3室1厅1厨1卫,高楼层 (共8层),87.86,平层,,板楼,南 北,钢混结构,毛坯,一梯两户,无,醴陵市
80.0,3室2厅1厨2卫,低楼层 (共33层),111.94,平层,85.15,塔楼,东 南,钢混结构,精装,两梯三户,有,天元区
68.0,3室2厅1厨1卫,高楼层 (共29层),99.03,平层,79.51,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
95.0,4室2厅1厨2卫,低楼层 (共33层),138.22,平层,112.22,,南,未知结构,精装,一梯三户,无,天元区
42.8,3室2厅1厨1卫,高楼层 (共34层),103.26,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,石峰区
63.0,3室2厅1厨2卫,高楼层 (共7层),137.88,复式,,,北 南,未知结构,精装,一梯两户,无,石峰区
60.8,3室2厅1厨2卫,低楼层 (共17层),114.0,平层,,板塔结合,南 北,钢混结构,精装,一梯三户,无,天元区
86.0,4室2厅1厨2卫,高楼层 (共25层),143.34,平层,,板楼,东南 南 北,框架结构,精装,一梯四户,无,天元区
62.0,4室2厅1厨2卫,低楼层 (共15层),158.01,平层,,板塔结合,南,钢混结构,简装,一梯三户,有,天元区
31.0,2室2厅1厨1卫,低楼层 (共5层),75.69,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
74.8,3室2厅1厨2卫,高楼层 (共32层),128.22,平层,,,南,未知结构,毛坯,两梯三户,有,天元区
67.8,4室2厅1厨2卫,中楼层 (共8层),156.46,平层,,板楼,南 北,混合结构,精装,一梯两户,无,芦淞区
84.0,3室2厅1厨2卫,高楼层 (共25层),137.89,平层,116.6,板楼,东南 西北,钢混结构,精装,两梯四户,有,天元区
75.0,4室2厅1厨2卫,高楼层 (共17层),140.0,平层,,板楼,南 北,砖混结构,毛坯,一梯三户,有,天元区
79.8,3室2厅1厨2卫,低楼层 (共18层),133.0,平层,,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
108.0,5室2厅1厨2卫,高楼层 (共18层),220.41,复式,,板塔结合,南,钢混结构,毛坯,两梯三户,有,芦淞区
52.0,3室2厅1厨2卫,中楼层 (共7层),125.26,错层,,板楼,南,混合结构,简装,一梯两户,无,芦淞区
71.5,3室2厅1厨2卫,高楼层 (共17层),123.46,平层,106.32,塔楼,东南,砖混结构,精装,一梯两户,有,天元区
24.0,2室2厅1厨1卫,高楼层 (共6层),68.17,平层,,板楼,南,混合结构,简装,一梯两户,无,芦淞区
155.0,5室2厅1厨3卫,低楼层 (共30层),230.89,平层,195.85,板塔结合,南,钢混结构,毛坯,两梯三户,有,芦淞区
30.0,3室2厅1厨1卫,高楼层 (共8层),102.27,平层,,板楼,东,砖混结构,精装,一梯两户,无,荷塘区
56.8,3室2厅1厨2卫,高楼层 (共29层),130.62,平层,,板楼,南,钢混结构,毛坯,四梯二十一户,有,芦淞区
59.8,4室2厅1厨2卫,中楼层 (共8层),151.03,错层,,板楼,东南,混合结构,简装,一梯两户,无,芦淞区
60.0,3室2厅1厨2卫,高楼层 (共16层),138.85,平层,117.61,板楼,南,钢混结构,精装,一梯两户,无,芦淞区
160.0,4室2厅1厨2卫,中楼层 (共33层),186.0,平层,,板楼,东南,钢混结构,毛坯,两梯两户,有,天元区
23.0,3室1厅1厨1卫,高楼层 (共8层),82.0,平层,,板塔结合,南,砖混结构,精装,一梯两户,无,芦淞区
95.0,5室3厅1厨3卫,高楼层 (共9层),229.0,复式,,板楼,南 北,钢混结构,毛坯,一梯两户,无,荷塘区
85.0,3室2厅1厨2卫,低楼层 (共33层),114.0,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有,天元区
59.0,3室2厅1厨1卫,低楼层 (共28层),100.29,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
58.0,4室2厅1厨2卫,低楼层 (共13层),137.0,平层,,,南,未知结构,毛坯,一梯两户,无,荷塘区
56.0,3室2厅1厨2卫,高楼层 (共18层),136.51,平层,,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
45.0,3室2厅1厨1卫,高楼层 (共18层),95.22,平层,,,南,未知结构,毛坯,一梯四户,无,荷塘区
68.0,4室2厅2厨2卫,中楼层 (共30层),168.76,平层,,,南,未知结构,毛坯,一梯两户,无,荷塘区
96.8,4室2厅1厨2卫,高楼层 (共18层),166.8,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无,天元区
78.8,4室1厅1厨2卫,低楼层 (共32层),123.0,平层,,塔楼,南 北,框架结构,精装,两梯五户,有,天元区
91.0,4室1厅1厨2卫,中楼层 (共17层),141.2,平层,,,东南,未知结构,毛坯,一梯两户,无,天元区
65.0,3室2厅1厨1卫,高楼层 (共27层),105.55,平层,,板塔结合,南,钢混结构,毛坯,两梯十户,有,天元区
56.0,3室2厅1厨2卫,中楼层 (共20层),108.56,平层,,板塔结合,南 北,钢混结构,精装,两梯九户,有,天元区
82.0,4室2厅1厨2卫,低楼层 (共16层),167.0,平层,,板楼,东南,砖混结构,毛坯,一梯两户,有,天元区
