金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
108.0,3室2厅1厨1卫,中楼层 (共18层),97.53,平层,,板塔结合,南,框架结构,精装,一梯六户,无
580.0,5室2厅1厨5卫,低楼层 (共3层),253.8,,,,南 北,未知结构,精装,其他,无
135.0,4室2厅1厨2卫,低楼层 (共18层),108.0,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
136.0,4室2厅1厨2卫,高楼层 (共11层),142.7,复式,,板塔结合,南 北,未知结构,其他,一梯两户,无
198.0,4室2厅1厨2卫,高楼层 (共18层),165.37,平层,,板楼,南 北,框架结构,精装,一梯三户,无
170.0,3室1厅1厨1卫,高楼层 (共6层),164.0,跃层,,,南 北,未知结构,其他,一梯两户,无
1200.0,4室4厅1厨5卫,低楼层 (共3层),323.4,,,,南 北,钢混结构,其他,其他,无
90.0,2室1厅1厨1卫,中楼层 (共16层),87.75,平层,67.6,板塔结合,南 北,钢混结构,精装,一梯三户,无
360.0,3室2厅1厨3卫,低楼层 (共2层),179.0,复式,,板塔结合,南 北,钢混结构,毛坯,一梯八户,无
120.0,4室2厅1厨2卫,高楼层 (共11层),160.0,复式,,板塔结合,南,钢混结构,毛坯,一梯两户,无
550.0,3室2厅1厨3卫,低楼层 (共2层),186.72,,,,南,钢混结构,精装,其他,无
520.0,6室3厅1厨5卫,低楼层 (共2层),316.0,,,,南 北,未知结构,毛坯,其他,无
480.0,8室4厅1厨6卫,高楼层 (共18层),400.0,复式,,板塔结合,西南 东北,钢混结构,精装,一梯四户,无
58.0,2室1厅1厨1卫,高楼层 (共18层),76.58,平层,,板塔结合,东,钢混结构,毛坯,一梯四户,无
105.0,3室2厅1厨2卫,高楼层 (共11层),120.0,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
120.0,3室2厅1厨2卫,低楼层 (共24层),138.0,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
105.0,3室2厅1厨2卫,中楼层 (共11层),93.76,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
62.0,2室2厅1厨1卫,高楼层 (共11层),71.0,平层,57.31,塔楼,南,钢混结构,精装,两梯六户,有
32.0,1室1厅0厨0卫,低楼层 (共5层),19.19,平层,,板塔结合,西南 南,砖混结构,其他,一梯一百五十七户,无
47.0,1室1厅1厨1卫,中楼层 (共33层),51.45,平层,38.94,塔楼,西南,钢混结构,精装,两梯五户,有
360.0,3室2厅1厨3卫,低楼层 (共2层),179.0,复式,,板塔结合,南 北,钢混结构,毛坯,一梯八户,无
550.0,3室2厅1厨3卫,低楼层 (共2层),186.72,,,,南,钢混结构,精装,其他,无
520.0,6室3厅1厨5卫,低楼层 (共2层),316.0,,,,南 北,未知结构,毛坯,其他,无
480.0,8室4厅1厨6卫,高楼层 (共18层),400.0,复式,,板塔结合,西南 东北,钢混结构,精装,一梯四户,无
90.0,2室1厅1厨1卫,高楼层 (共18层),85.1,平层,,板塔结合,南 北,钢混结构,精装,一梯四户,无
52.0,1室1厅1厨1卫,低楼层 (共18层),55.72,平层,46.24,板塔结合,南,钢混结构,精装,两梯六户,有
45.0,3室1厅1厨2卫,高楼层 (共8层),44.66,复式,,,南 北,未知结构,简装,一梯两户,无
62.0,2室2厅1厨1卫,高楼层 (共11层),71.0,平层,57.31,塔楼,南,钢混结构,精装,两梯六户,有
73.0,3室2厅1厨1卫,高楼层 (共25层),59.36,平层,,板塔结合,南,钢混结构,毛坯,一梯六户,无
105.0,3室2厅1厨2卫,高楼层 (共11层),120.0,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
105.0,3室2厅1厨2卫,中楼层 (共11层),93.76,平层,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
198.0,4室2厅1厨2卫,高楼层 (共18层),165.37,平层,,板楼,南 北,框架结构,精装,一梯三户,无
63.0,2室1厅1厨1卫,中楼层 (共17层),72.74,平层,58.77,板楼,南,钢混结构,精装,两梯六户,有
305.0,3室2厅1厨2卫,低楼层 (共2层),172.91,,,,南,钢混结构,毛坯,其他,无
58.0,2室1厅1厨1卫,低楼层 (共18层),74.0,平层,,,东南 南,钢混结构,其他,两梯六户,有
172.0,3室1厅1厨1卫,中楼层 (共7层),183.0,平层,,板塔结合,西南,钢混结构,其他,一梯十户,无
57.0,2室2厅1厨1卫,低楼层 (共12层),86.5,平层,,板塔结合,东南 南,钢混结构,毛坯,一梯四户,无
108.0,3室2厅1厨2卫,中楼层 (共24层),139.0,平层,,板塔结合,南 北,框架结构,精装,两梯四户,有
28.0,1室0厅1厨1卫,中楼层 (共18层),40.35,平层,,板塔结合,南,钢混结构,其他,一梯十二户,无
88.0,2室1厅1厨1卫,低楼层 (共12层),87.83,平层,,板塔结合,东,钢混结构,简装,一梯二十五户,无
65.0,1室2厅1厨1卫,中楼层 (共11层),57.48,平层,47.42,板塔结合,北,钢混结构,精装,一梯四户,无
66.0,1室2厅1厨1卫,低楼层 (共17层),57.3,平层,48.26,板塔结合,南,钢混结构,毛坯,一梯六户,无
40.0,1室0厅1厨1卫,低楼层 (共18层),38.49,平层,,板塔结合,北,框架结构,其他,两梯六户,有
70.0,1室1厅1厨1卫,中楼层 (共15层),60.93,平层,49.68,塔楼,东南,钢混结构,简装,一梯六户,无
80.0,2室2厅1厨1卫,高楼层 (共18层),73.33,平层,,板楼,南,钢混结构,精装,一梯四户,无
77.8,1室1厅1厨1卫,低楼层 (共20层),64.88,平层,51.6,板楼,东,钢混结构,精装,两梯七户,有
70.0,1室1厅1厨1卫,中楼层 (共20层),64.0,平层,,板楼,东,钢混结构,其他,两梯七户,有
75.0,1室2厅1厨1卫,高楼层 (共16层),58.44,平层,43.62,板塔结合,南 北,钢混结构,精装,两梯六户,有
39.0,1室1厅1厨1卫,低楼层 (共18层),38.49,平层,30.28,板楼,东南,钢混结构,简装,两梯六户,有
58.0,2室2厅1厨1卫,高楼层 (共19层),70.37,平层,,板塔结合,东,框架结构,简装,两梯八户,有
52.0,1室1厅1厨1卫,高楼层 (共33层),51.45,平层,38.94,塔楼,南,钢混结构,精装,两梯五户,有
30.0,1室0厅1厨1卫,高楼层 (共19层),35.87,平层,29.93,板塔结合,北,框架结构,简装,一梯八户,无
68.0,1室2厅1厨1卫,中楼层 (共12层),75.59,平层,55.52,板塔结合,东北,钢混结构,毛坯,一梯十户,无
56.0,1室1厅0厨1卫,中楼层 (共23层),58.0,平层,,塔楼,西北,钢混结构,其他,三梯二十户,有
60.0,1室1厅1厨1卫,高楼层 (共26层),60.66,平层,46.5,板楼,北,钢混结构,精装,一梯五户,无
84.3,2室1厅1厨1卫,低楼层 (共18层),77.9,平层,,,东南,未知结构,精装,一梯六户,无
63.0,1室1厅1厨1卫,中楼层 (共19层),56.47,平层,,板楼,南,钢混结构,其他,一梯八户,无
23.0,1室0厅1厨1卫,中楼层 (共11层),37.19,平层,30.19,塔楼,北,钢混结构,精装,一梯六户,有
95.0,3室1厅1厨2卫,中楼层 (共13层),118.25,平层,90.64,板塔结合,北,钢混结构,简装,一梯八户,无
60.0,2室1厅1厨1卫,低楼层 (共25层),61.73,平层,47.32,板楼,南,钢混结构,精装,一梯六户,无
66.0,1室1厅1厨1卫,高楼层 (共17层),55.56,平层,,板楼,西北,钢混结构,其他,两梯六户,有
31.0,1室1厅1厨1卫,低楼层 (共18层),38.69,平层,,,南 北,未知结构,简装,一梯五户,无
81.0,1室1厅1厨1卫,高楼层 (共18层),58.81,平层,,板塔结合,北,钢混结构,其他,两梯八户,有
70.0,1室1厅1厨1卫,中楼层 (共17层),62.57,平层,51.95,板塔结合,南,钢混结构,精装,两梯八户,有
41.0,1室1厅1厨1卫,低楼层 (共18层),40.0,平层,,板塔结合,北,框架结构,简装,两梯六户,有
90.0,1室1厅1厨1卫,中楼层 (共9层),52.73,平层,43.21,板塔结合,南 北,钢混结构,精装,一梯十九户,无
65.0,1室0厅1厨1卫,低楼层 (共18层),46.0,平层,29.87,板楼,南,钢混结构,精装,三梯十二户,有
26.0,1室1厅1厨1卫,低楼层 (共13层),31.01,平层,,板塔结合,南,钢混结构,简装,一梯八户,无
60.0,2室2厅1厨1卫,低楼层 (共12层),70.0,平层,59.22,板塔结合,东南,钢混结构,简装,一梯六户,无
30.0,1室1厅1厨1卫,中楼层 (共13层),35.39,平层,,板塔结合,南,钢混结构,简装,两梯十八户,有
55.0,2室2厅1厨1卫,低楼层 (共23层),89.18,平层,,板塔结合,东南,钢混结构,其他,一梯六户,无
56.0,2室2厅1厨1卫,高楼层 (共17层),76.87,平层,61.06,板塔结合,南 北,钢混结构,精装,一梯七户,无
23.0,1室1厅1厨1卫,高楼层 (共13层),30.43,平层,,板塔结合,北,钢混结构,简装,一梯六户,无
110.0,3室2厅1厨1卫,低楼层 (共21层),110.43,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
33.0,1室0厅1厨1卫,高楼层 (共9层),45.37,平层,34.49,板塔结合,西北,钢混结构,精装,一梯十二户,无
37.0,1室1厅1厨1卫,中楼层 (共16层),58.66,平层,46.86,板塔结合,南 北,钢混结构,精装,一梯五户,无
83.0,2室2厅1厨1卫,中楼层 (共18层),81.57,平层,68.82,板塔结合,南,钢混结构,精装,一梯五户,无
56.0,1室1厅1厨1卫,中楼层 (共18层),56.83,平层,47.09,塔楼,东北,钢混结构,简装,两梯六户,有
55.0,1室2厅1厨1卫,低楼层 (共10层),63.49,平层,48.66,板塔结合,南,钢混结构,精装,两梯六户,有
52.0,2室2厅1厨1卫,中楼层 (共16层),84.9,平层,67.23,板塔结合,南 北,钢混结构,精装,一梯七户,无
80.0,1室1厅1厨1卫,中楼层 (共25层),62.19,平层,49.12,板塔结合,南,钢混结构,精装,三梯九户,有
60.0,1室1厅1厨1卫,中楼层 (共23层),60.12,平层,,塔楼,南,钢混结构,精装,三梯二十户,有
59.0,1室1厅1厨1卫,中楼层 (共23层),60.0,平层,,塔楼,西南,钢混结构,简装,三梯二十户,有
42.0,2室1厅1厨1卫,低楼层 (共18层),55.24,平层,42.2,,南,未知结构,精装,一梯六户,无
205.0,2室2厅1厨1卫,低楼层 (共5层),68.71,平层,57.08,板塔结合,西北,钢混结构,精装,两梯四户,有
50.0,1室1厅1厨1卫,中楼层 (共17层),46.1,平层,,板塔结合,东南 南,钢混结构,精装,两梯八户,有
38.0,1室1厅1厨1卫,低楼层 (共16层),42.67,平层,32.19,板楼,北,钢混结构,简装,两梯十八户,有
45.0,1室1厅1厨1卫,中楼层 (共18层),40.25,平层,30.0,板塔结合,南,钢混结构,精装,两梯八户,有
30.5,1室0厅1厨1卫,高楼层 (共9层),43.76,平层,33.26,板塔结合,北,钢混结构,精装,一梯十二户,无
59.0,1室1厅1厨1卫,高楼层 (共18层),60.79,平层,,,北,未知结构,精装,一梯八户,无
48.0,2室2厅1厨1卫,高楼层 (共17层),71.53,平层,59.78,板楼,东南,钢混结构,精装,两梯七户,有
50.0,1室1厅1厨1卫,中楼层 (共18层),52.5,平层,,板塔结合,南,钢混结构,其他,一梯十户,无
40.0,1室1厅1厨1卫,低楼层 (共15层),50.94,平层,42.75,板塔结合,南,钢混结构,精装,一梯六户,无
38.0,1室0厅1厨1卫,中楼层 (共22层),42.26,平层,31.74,塔楼,北,钢混结构,精装,一梯七户,无
62.0,1室1厅1厨1卫,低楼层 (共17层),62.57,平层,51.95,板塔结合,南,钢混结构,精装,两梯七户,有
53.0,1室1厅1厨1卫,中楼层 (共7层),67.37,平层,,板塔结合,东南,钢混结构,精装,一梯十一户,无
63.0,1室1厅1厨1卫,中楼层 (共18层),63.28,平层,48.6,板塔结合,南,钢混结构,精装,一梯四户,无
28.5,1室0厅1厨1卫,中楼层 (共11层),39.68,平层,,板塔结合,北,钢混结构,简装,一梯五户,无
69.0,2室1厅1厨1卫,低楼层 (共16层),71.0,平层,57.88,板塔结合,北,钢混结构,精装,一梯四户,无
61.0,1室2厅1厨1卫,中楼层 (共15层),61.0,平层,,板塔结合,南 北,钢混结构,精装,两梯六户,有
55.0,1室1厅1厨1卫,中楼层 (共31层),51.19,平层,50.0,板楼,南,钢混结构,其他,一梯六户,无
86.0,1室1厅1厨1卫,中楼层 (共26层),61.81,平层,48.45,板楼,南,钢混结构,精装,一梯九户,无
52.0,1室1厅1厨1卫,高楼层 (共18层),59.62,平层,,板塔结合,西南,框架结构,精装,一梯四户,无
100.0,2室2厅1厨1卫,中楼层 (共25层),85.61,平层,,板塔结合,东南,钢混结构,其他,两梯四户,有
98.0,3室2厅1厨2卫,低楼层 (共33层),89.0,平层,,板塔结合,北,钢混结构,毛坯,一梯四户,无
53.0,1室1厅1厨1卫,低楼层 (共18层),53.8,平层,,板塔结合,北,混合结构,简装,两梯八户,有
108.0,2室2厅1厨1卫,高楼层 (共33层),92.0,平层,,板塔结合,西,钢混结构,精装,一梯五户,无
108.0,2室2厅1厨1卫,高楼层 (共33层),92.0,平层,,板塔结合,西,钢混结构,精装,一梯五户,无
126.0,2室2厅1厨1卫,低楼层 (共33层),87.0,平层,,塔楼,南,框架结构,精装,两梯四户,有
88.0,3室2厅1厨1卫,中楼层 (共18层),76.48,平层,,板塔结合,北,混合结构,简装,两梯八户,有
71.0,2室2厅1厨1卫,高楼层 (共19层),75.0,平层,,,北,未知结构,精装,一梯八户,无
90.0,2室2厅1厨1卫,高楼层 (共26层),81.6,平层,64.03,板楼,南,钢混结构,精装,一梯九户,无
94.5,2室1厅1厨1卫,低楼层 (共18层),82.0,平层,,板塔结合,南,钢混结构,精装,一梯四户,无
73.0,2室2厅1厨1卫,中楼层 (共25层),91.17,平层,,塔楼,北,钢混结构,毛坯,两梯十八户,有
84.0,2室1厅1厨1卫,中楼层 (共20层),80.07,平层,,板楼,南,钢混结构,其他,一梯四户,无
85.0,2室2厅1厨1卫,低楼层 (共18层),86.48,平层,,板塔结合,南,钢混结构,精装,两梯四户,有
50.0,1室1厅1厨1卫,低楼层 (共18层),64.25,平层,,板塔结合,南,钢混结构,其他,一梯一户,无
90.0,2室2厅1厨1卫,中楼层 (共18层),76.0,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
66.0,1室2厅1厨1卫,中楼层 (共15层),61.0,平层,,板塔结合,东北,钢混结构,毛坯,一梯六户,无
80.0,2室1厅1厨1卫,高楼层 (共18层),78.13,平层,,板塔结合,南 北,钢混结构,简装,一梯六户,无
85.6,2室2厅1厨1卫,中楼层 (共23层),78.0,平层,,塔楼,南,框架结构,毛坯,两梯六户,有
135.0,3室2厅1厨1卫,高楼层 (共18层),110.22,平层,,板塔结合,南,钢混结构,精装,两梯四户,有
89.0,2室2厅1厨1卫,高楼层 (共33层),90.44,平层,,塔楼,东南,钢混结构,简装,两梯五户,有
102.0,2室2厅1厨2卫,高楼层 (共18层),83.68,平层,,板塔结合,东南 西北,钢混结构,简装,一梯六户,无
55.0,1室1厅1厨1卫,中楼层 (共18层),48.2,平层,,板塔结合,南,钢混结构,其他,一梯十户,无
100.0,3室2厅1厨2卫,低楼层 (共11层),93.0,平层,,板塔结合,南 北,钢混结构,简装,一梯四户,无
68.0,2室1厅1厨1卫,高楼层 (共26层),79.3,平层,,,南 北,未知结构,毛坯,一梯七户,无
73.0,2室2厅1厨1卫,中楼层 (共18层),64.6,平层,,板塔结合,东 北,未知结构,精装,两梯六户,有
78.0,2室2厅1厨1卫,中楼层 (共17层),70.0,平层,,板塔结合,北,钢混结构,精装,两梯八户,有
74.0,2室2厅1厨1卫,中楼层 (共18层),72.0,平层,,板塔结合,西南,钢混结构,精装,一梯十一户,无
66.0,2室2厅1厨1卫,低楼层 (共11层),84.82,平层,,板塔结合,南,钢混结构,简装,一梯两户,无
85.0,1室1厅1厨1卫,高楼层 (共18层),58.7,平层,,塔楼,南,钢混结构,精装,两梯六户,有
76.0,2室2厅1厨1卫,中楼层 (共9层),100.29,平层,,板塔结合,南,钢混结构,简装,一梯十户,无
100.0,2室2厅1厨1卫,低楼层 (共33层),90.0,平层,,板楼,西南,钢混结构,精装,一梯四户,无
82.0,2室2厅1厨1卫,高楼层 (共18层),78.0,平层,,板塔结合,北,钢混结构,精装,两梯六户,有
160.0,3室2厅1厨1卫,中楼层 (共11层),115.0,平层,,,西南,未知结构,其他,一梯四户,无
79.0,3室2厅1厨1卫,低楼层 (共25层),72.88,平层,,板塔结合,东南,钢混结构,毛坯,一梯六户,无
79.0,2室1厅1厨1卫,高楼层 (共24层),78.0,平层,,塔楼,西北,钢混结构,简装,两梯六户,有
85.0,3室3厅1厨2卫,高楼层 (共18层),62.0,平层,,板塔结合,南,钢混结构,毛坯,一梯六户,无
69.8,2室2厅1厨1卫,高楼层 (共19层),75.71,平层,57.34,,南 北,未知结构,精装,一梯七户,无
82.0,2室2厅1厨1卫,低楼层 (共18层),81.29,平层,,板楼,南 北,钢混结构,其他,两梯六户,有
68.0,1室2厅1厨1卫,低楼层 (共26层),61.0,平层,,板楼,南,钢混结构,精装,一梯九户,无
84.0,2室2厅1厨1卫,中楼层 (共18层),81.0,平层,,塔楼,西北,未知结构,其他,一梯六户,无
75.0,2室2厅1厨1卫,低楼层 (共30层),93.14,平层,,板塔结合,南,钢混结构,毛坯,一梯八户,无
88.0,2室2厅1厨1卫,低楼层 (共18层),88.0,平层,,板塔结合,南 北,钢混结构,毛坯,一梯五户,无
92.0,2室2厅1厨1卫,低楼层 (共18层),91.06,平层,,板楼,南 北,未知结构,简装,一梯四户,无
73.0,2室2厅1厨1卫,低楼层 (共20层),86.04,平层,,板楼,南 北,钢混结构,其他,一梯四户,无
69.9,2室1厅1厨1卫,低楼层 (共18层),81.28,平层,,塔楼,南,未知结构,其他,两梯六户,有
53.0,2室1厅1厨1卫,高楼层 (共9层),41.63,平层,,板塔结合,西南,钢混结构,其他,一梯十户,无
104.0,2室2厅1厨2卫,中楼层 (共5层),101.48,平层,,板塔结合,东,钢混结构,精装,一梯两户,无
87.0,2室1厅1厨1卫,高楼层 (共33层),71.19,平层,,板塔结合,西北,混合结构,其他,一梯五户,无
85.0,2室2厅1厨1卫,中楼层 (共14层),85.3,平层,,板楼,南,钢混结构,毛坯,一梯五户,无
119.0,3室2厅1厨1卫,中楼层 (共18层),109.5,平层,,板塔结合,北,钢混结构,精装,两梯四户,有
77.0,2室2厅1厨1卫,高楼层 (共18层),80.0,平层,,板楼,东北,钢混结构,精装,一梯六户,无
100.0,2室2厅1厨2卫,高楼层 (共11层),98.0,平层,,塔楼,东南,未知结构,其他,一梯四户,有
99.8,2室2厅1厨1卫,低楼层 (共25层),85.48,平层,,板塔结合,南,钢混结构,精装,两梯四户,有
81.5,2室1厅1厨1卫,中楼层 (共31层),67.9,平层,,板楼,东北,钢混结构,精装,两梯七户,有
86.0,2室2厅1厨1卫,中楼层 (共31层),67.9,平层,,板楼,东北,钢混结构,精装,两梯七户,有
113.0,3室2厅1厨1卫,低楼层 (共33层),110.0,平层,,板塔结合,南,钢混结构,精装,两梯五户,有
103.0,3室2厅1厨2卫,低楼层 (共15层),97.0,平层,,,南 北,未知结构,其他,两梯六户,有
90.0,2室1厅1厨2卫,高楼层 (共31层),61.53,跃层,,塔楼,北,钢混结构,精装,两梯六户,有
70.0,2室2厅1厨1卫,中楼层 (共31层),69.0,平层,,板塔结合,南 东北,框架结构,毛坯,两梯六户,有
78.0,2室2厅1厨1卫,中楼层 (共31层),76.34,平层,,板楼,北,钢混结构,毛坯,一梯六户,无
82.0,2室2厅1厨1卫,中楼层 (共31层),78.4,平层,,板塔结合,北,框架结构,毛坯,两梯六户,有
85.0,2室2厅1厨1卫,低楼层 (共11层),90.8,平层,74.42,板塔结合,南 北,钢混结构,其他,一梯四户,无
75.0,2室2厅1厨1卫,中楼层 (共13层),92.7,平层,,板塔结合,南,钢混结构,毛坯,一梯六户,无
60.0,2室1厅1厨1卫,中楼层 (共18层),95.78,平层,,板塔结合,南,钢混结构,简装,一梯八户,无
87.0,2室1厅1厨1卫,高楼层 (共33层),71.19,平层,,板塔结合,西北,混合结构,其他,一梯五户,无
69.9,2室1厅1厨1卫,低楼层 (共18层),81.28,平层,,塔楼,南,未知结构,其他,两梯六户,有
73.0,2室2厅1厨1卫,低楼层 (共20层),86.04,平层,,板楼,南 北,钢混结构,其他,一梯四户,无
119.0,3室2厅1厨1卫,中楼层 (共18层),109.5,平层,,板塔结合,北,钢混结构,精装,两梯四户,有
82.0,2室2厅1厨1卫,低楼层 (共18层),81.29,平层,,板楼,南 北,钢混结构,其他,两梯六户,有
