,金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
743,110,3室2厅1厨1卫,低楼层 (共21层),110.43㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
744,33,1室0厅1厨1卫,高楼层 (共9层),45.37㎡,平层,34.49㎡,板塔结合,西北,钢混结构,精装,一梯十二户,暂无数据
745,37,1室1厅1厨1卫,中楼层 (共16层),58.66㎡,平层,46.86㎡,板塔结合,南 北,钢混结构,精装,一梯五户,暂无数据
746,83,2室2厅1厨1卫,中楼层 (共18层),81.57㎡,平层,68.82㎡,板塔结合,南,钢混结构,精装,一梯五户,暂无数据
747,56,1室1厅1厨1卫,中楼层 (共18层),56.83㎡,平层,47.09㎡,塔楼,东北,钢混结构,简装,两梯六户,有
748,55,1室2厅1厨1卫,低楼层 (共10层),63.49㎡,平层,48.66㎡,板塔结合,南,钢混结构,精装,两梯六户,有
749,52,2室2厅1厨1卫,中楼层 (共16层),84.9㎡,平层,67.23㎡,板塔结合,南 北,钢混结构,精装,一梯七户,暂无数据
750,80,1室1厅1厨1卫,中楼层 (共25层),62.19㎡,平层,49.12㎡,板塔结合,南,钢混结构,精装,三梯九户,有
751,60,1室1厅1厨1卫,中楼层 (共23层),60.12㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯二十户,有
752,59,1室1厅1厨1卫,中楼层 (共23层),60㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯二十户,有
753,42,2室1厅1厨1卫,低楼层 (共18层),55.24㎡,平层,42.2㎡,暂无数据,南,未知结构,精装,一梯六户,暂无数据
754,205,2室2厅1厨1卫,低楼层 (共5层),68.71㎡,平层,57.08㎡,板塔结合,西北,钢混结构,精装,两梯四户,有
755,50,1室1厅1厨1卫,中楼层 (共17层),46.1㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,精装,两梯八户,有
756,38,1室1厅1厨1卫,低楼层 (共16层),42.67㎡,平层,32.19㎡,板楼,北,钢混结构,简装,两梯十八户,有
757,45,1室1厅1厨1卫,中楼层 (共18层),40.25㎡,平层,30㎡,板塔结合,南,钢混结构,精装,两梯八户,有
758,30.5,1室0厅1厨1卫,高楼层 (共9层),43.76㎡,平层,33.26㎡,板塔结合,北,钢混结构,精装,一梯十二户,暂无数据
759,59,1室1厅1厨1卫,高楼层 (共18层),60.79㎡,平层,暂无数据,暂无数据,北,未知结构,精装,一梯八户,暂无数据
760,48,2室2厅1厨1卫,高楼层 (共17层),71.53㎡,平层,59.78㎡,板楼,东南,钢混结构,精装,两梯七户,有
761,50,1室1厅1厨1卫,中楼层 (共18层),52.5㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯十户,暂无数据
762,40,1室1厅1厨1卫,低楼层 (共15层),50.94㎡,平层,42.75㎡,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
763,38,1室0厅1厨1卫,中楼层 (共22层),42.26㎡,平层,31.74㎡,塔楼,北,钢混结构,精装,一梯七户,暂无数据
764,62,1室1厅1厨1卫,低楼层 (共17层),62.57㎡,平层,51.95㎡,板塔结合,南,钢混结构,精装,两梯七户,有
765,53,1室1厅1厨1卫,中楼层 (共7层),67.37㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯十一户,暂无数据
766,63,1室1厅1厨1卫,中楼层 (共18层),63.28㎡,平层,48.6㎡,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
767,28.5,1室0厅1厨1卫,中楼层 (共11层),39.68㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,一梯五户,暂无数据
768,69,2室1厅1厨1卫,低楼层 (共16层),71㎡,平层,57.88㎡,板塔结合,北,钢混结构,精装,一梯四户,暂无数据
769,61,1室2厅1厨1卫,中楼层 (共15层),61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯六户,有
770,55,1室1厅1厨1卫,中楼层 (共31层),51.19㎡,平层,50㎡,板楼,南,钢混结构,其他,一梯六户,暂无数据
771,86,1室1厅1厨1卫,中楼层 (共26层),61.81㎡,平层,48.45㎡,板楼,南,钢混结构,精装,一梯九户,暂无数据
772,52,1室1厅1厨1卫,高楼层 (共18层),59.62㎡,平层,暂无数据,板塔结合,西南,框架结构,精装,一梯四户,暂无数据
773,100,2室2厅1厨1卫,中楼层 (共25层),85.61㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯四户,有
774,98,3室2厅1厨2卫,低楼层 (共33层),89㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,一梯四户,暂无数据
775,53,1室1厅1厨1卫,低楼层 (共18层),53.8㎡,平层,暂无数据,板塔结合,北,混合结构,简装,两梯八户,有
776,108,2室2厅1厨1卫,高楼层 (共33层),92㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,一梯五户,暂无数据
777,108,2室2厅1厨1卫,高楼层 (共33层),92㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,一梯五户,暂无数据
778,126,2室2厅1厨1卫,低楼层 (共33层),87㎡,平层,暂无数据,塔楼,南,框架结构,精装,两梯四户,有
779,88,3室2厅1厨1卫,中楼层 (共18层),76.48㎡,平层,暂无数据,板塔结合,北,混合结构,简装,两梯八户,有
780,71,2室2厅1厨1卫,高楼层 (共19层),75㎡,平层,暂无数据,暂无数据,北,未知结构,精装,一梯八户,暂无数据
781,90,2室2厅1厨1卫,高楼层 (共26层),81.6㎡,平层,64.03㎡,板楼,南,钢混结构,精装,一梯九户,暂无数据
782,94.5,2室1厅1厨1卫,低楼层 (共18层),82㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
783,73,2室2厅1厨1卫,中楼层 (共25层),91.17㎡,平层,暂无数据,塔楼,北,钢混结构,毛坯,两梯十八户,有
784,84,2室1厅1厨1卫,中楼层 (共20层),80.07㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据
785,85,2室2厅1厨1卫,低楼层 (共18层),86.48㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有
786,50,1室1厅1厨1卫,低楼层 (共18层),64.25㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯一户,暂无数据
787,90,2室2厅1厨1卫,中楼层 (共18层),76㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
788,66,1室2厅1厨1卫,中楼层 (共15层),61㎡,平层,暂无数据,板塔结合,东北,钢混结构,毛坯,一梯六户,暂无数据
789,80,2室1厅1厨1卫,高楼层 (共18层),78.13㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯六户,暂无数据
790,85.6,2室2厅1厨1卫,中楼层 (共23层),78㎡,平层,暂无数据,塔楼,南,框架结构,毛坯,两梯六户,有
791,135,3室2厅1厨1卫,高楼层 (共18层),110.22㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有
792,89,2室2厅1厨1卫,高楼层 (共33层),90.44㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯五户,有
793,102,2室2厅1厨2卫,高楼层 (共18层),83.68㎡,平层,暂无数据,板塔结合,东南 西北,钢混结构,简装,一梯六户,暂无数据
794,55,1室1厅1厨1卫,中楼层 (共18层),48.2㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯十户,暂无数据
795,100,3室2厅1厨2卫,低楼层 (共11层),93㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯四户,暂无数据
796,68,2室1厅1厨1卫,高楼层 (共26层),79.3㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯七户,暂无数据
797,73,2室2厅1厨1卫,中楼层 (共18层),64.6㎡,平层,暂无数据,板塔结合,东 北,未知结构,精装,两梯六户,有
798,78,2室2厅1厨1卫,中楼层 (共17层),70㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯八户,有
799,74,2室2厅1厨1卫,中楼层 (共18层),72㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯十一户,暂无数据
800,66,2室2厅1厨1卫,低楼层 (共11层),84.82㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯两户,暂无数据
801,85,1室1厅1厨1卫,高楼层 (共18层),58.7㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有
802,76,2室2厅1厨1卫,中楼层 (共9层),100.29㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十户,暂无数据
803,100,2室2厅1厨1卫,低楼层 (共33层),90㎡,平层,暂无数据,板楼,西南,钢混结构,精装,一梯四户,暂无数据
804,82,2室2厅1厨1卫,高楼层 (共18层),78㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯六户,有
805,160,3室2厅1厨1卫,中楼层 (共11层),115㎡,平层,暂无数据,暂无数据,西南,未知结构,其他,一梯四户,暂无数据
806,79,3室2厅1厨1卫,低楼层 (共25层),72.88㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,一梯六户,暂无数据
807,79,2室1厅1厨1卫,高楼层 (共24层),78㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,两梯六户,有
808,85,3室3厅1厨2卫,高楼层 (共18层),62㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
809,69.8,2室2厅1厨1卫,高楼层 (共19层),75.71㎡,平层,57.34㎡,暂无数据,南 北,未知结构,精装,一梯七户,暂无数据
810,82,2室2厅1厨1卫,低楼层 (共18层),81.29㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯六户,有
811,68,1室2厅1厨1卫,低楼层 (共26层),61㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯九户,暂无数据
812,84,2室2厅1厨1卫,中楼层 (共18层),81㎡,平层,暂无数据,塔楼,西北,未知结构,其他,一梯六户,暂无数据
813,75,2室2厅1厨1卫,低楼层 (共30层),93.14㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯八户,暂无数据
814,88,2室2厅1厨1卫,低楼层 (共18层),88㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯五户,暂无数据
815,92,2室2厅1厨1卫,低楼层 (共18层),91.06㎡,平层,暂无数据,板楼,南 北,未知结构,简装,一梯四户,暂无数据
816,73,2室2厅1厨1卫,低楼层 (共20层),86.04㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,暂无数据
817,69.9,2室1厅1厨1卫,低楼层 (共18层),81.28㎡,平层,暂无数据,塔楼,南,未知结构,其他,两梯六户,有
818,53,2室1厅1厨1卫,高楼层 (共9层),41.63㎡,平层,暂无数据,板塔结合,西南,钢混结构,其他,一梯十户,暂无数据
819,104,2室2厅1厨2卫,中楼层 (共5层),101.48㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,一梯两户,暂无数据
820,87,2室1厅1厨1卫,高楼层 (共33层),71.19㎡,平层,暂无数据,板塔结合,西北,混合结构,其他,一梯五户,暂无数据
821,85,2室2厅1厨1卫,中楼层 (共14层),85.3㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯五户,暂无数据
822,119,3室2厅1厨1卫,中楼层 (共18层),109.5㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯四户,有
823,77,2室2厅1厨1卫,高楼层 (共18层),80㎡,平层,暂无数据,板楼,东北,钢混结构,精装,一梯六户,暂无数据
824,100,2室2厅1厨2卫,高楼层 (共11层),98㎡,平层,暂无数据,塔楼,东南,未知结构,其他,一梯四户,有
825,99.8,2室2厅1厨1卫,低楼层 (共25层),85.48㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有
826,81.5,2室1厅1厨1卫,中楼层 (共31层),67.9㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯七户,有
827,86,2室2厅1厨1卫,中楼层 (共31层),67.9㎡,平层,暂无数据,板楼,东北,钢混结构,精装,两梯七户,有
828,113,3室2厅1厨1卫,低楼层 (共33层),110㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
829,103,3室2厅1厨2卫,低楼层 (共15层),97㎡,平层,暂无数据,暂无数据,南 北,未知结构,其他,两梯六户,有
830,90,2室1厅1厨2卫,高楼层 (共31层),61.53㎡,跃层,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有
831,70,2室2厅1厨1卫,中楼层 (共31层),69㎡,平层,暂无数据,板塔结合,南 东北,框架结构,毛坯,两梯六户,有
832,78,2室2厅1厨1卫,中楼层 (共31层),76.34㎡,平层,暂无数据,板楼,北,钢混结构,毛坯,一梯六户,暂无数据
833,82,2室2厅1厨1卫,中楼层 (共31层),78.4㎡,平层,暂无数据,板塔结合,北,框架结构,毛坯,两梯六户,有
834,85,2室2厅1厨1卫,低楼层 (共11层),90.8㎡,平层,74.42㎡,板塔结合,南 北,钢混结构,其他,一梯四户,暂无数据
835,75,2室2厅1厨1卫,中楼层 (共13层),92.7㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
836,60,2室1厅1厨1卫,中楼层 (共18层),95.78㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯八户,暂无数据
837,87,2室1厅1厨1卫,高楼层 (共33层),71.19㎡,平层,暂无数据,板塔结合,西北,混合结构,其他,一梯五户,暂无数据
838,69.9,2室1厅1厨1卫,低楼层 (共18层),81.28㎡,平层,暂无数据,塔楼,南,未知结构,其他,两梯六户,有
839,73,2室2厅1厨1卫,低楼层 (共20层),86.04㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,暂无数据
840,119,3室2厅1厨1卫,中楼层 (共18层),109.5㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯四户,有
841,82,2室2厅1厨1卫,低楼层 (共18层),81.29㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯六户,有
842,68,1室2厅1厨1卫,低楼层 (共26层),61㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯九户,暂无数据
843,44,1室1厅1厨1卫,低楼层 (共11层),58.44㎡,平层,37.25㎡,板塔结合,东 南 西,钢混结构,简装,一梯四户,暂无数据
844,74,2室2厅1厨1卫,中楼层 (共18层),75.49㎡,平层,暂无数据,板塔结合,北,框架结构,简装,两梯六户,有
845,81,2室1厅1厨1卫,高楼层 (共18层),85.37㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯四户,有
846,78,2室2厅1厨1卫,中楼层 (共32层),71㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
847,103,3室2厅1厨1卫,中楼层 (共33层),109㎡,平层,暂无数据,板塔结合,北,框架结构,其他,两梯五户,有
848,105,3室1厅1厨1卫,低楼层 (共18层),91㎡,平层,暂无数据,暂无数据,西,钢混结构,简装,一梯四户,暂无数据
849,75,2室2厅1厨1卫,低楼层 (共25层),77.21㎡,平层,59.19㎡,板塔结合,南,框架结构,精装,两梯六户,有
850,120,2室2厅1厨1卫,低楼层 (共16层),105.51㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据
851,99,3室2厅1厨1卫,低楼层 (共23层),99.11㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有
852,110,3室2厅1厨1卫,高楼层 (共24层),85.62㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯六户,暂无数据
853,96,2室2厅1厨1卫,中楼层 (共14层),85.43㎡,平层,暂无数据,板楼,西南,钢混结构,毛坯,一梯五户,暂无数据
854,120,3室2厅1厨3卫,低楼层 (共13层),92㎡,跃层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
855,100,2室2厅1厨1卫,低楼层 (共18层),80.84㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
856,110,3室2厅1厨1卫,高楼层 (共33层),108.92㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯五户,有
857,65,2室2厅1厨1卫,高楼层 (共25层),92.77㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十八户,有
858,80,2室1厅1厨1卫,中楼层 (共10层),67.08㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有
859,65,2室1厅1厨1卫,高楼层 (共18层),78.2㎡,平层,62.31㎡,暂无数据,南,钢混结构,简装,两梯六户,有
860,85,2室2厅1厨1卫,高楼层 (共18层),67㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯六户,暂无数据
861,63,1室1厅1厨1卫,高楼层 (共19层),63.25㎡,平层,暂无数据,板塔结合,西南,框架结构,其他,两梯七户,有
862,129.8,3室2厅1厨1卫,高楼层 (共24层),87.13㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有
863,68,2室1厅1厨1卫,低楼层 (共26层),62.58㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯七户,有
864,66,2室2厅1厨1卫,中楼层 (共18层),75㎡,平层,暂无数据,板塔结合,西北,框架结构,其他,两梯五户,有
865,59.9,1室1厅1厨1卫,中楼层 (共16层),56.63㎡,平层,45.98㎡,暂无数据,东南 北,未知结构,其他,一梯四户,暂无数据
866,140,3室2厅1厨2卫,低楼层 (共26层),106㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯八户,有
867,110,3室2厅1厨1卫,低楼层 (共33层),108㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,两梯五户,有
868,77,2室2厅1厨1卫,低楼层 (共18层),75㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有
869,85.5,2室2厅1厨1卫,低楼层 (共18层),81.34㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯四户,暂无数据
870,94,2室2厅1厨1卫,中楼层 (共18层),89.06㎡,平层,18.41㎡,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
871,77,2室2厅1厨1卫,中楼层 (共18层),76.47㎡,平层,暂无数据,塔楼,北,钢混结构,简装,两梯六户,有
872,70,2室1厅1厨1卫,高楼层 (共18层),75㎡,平层,暂无数据,板塔结合,西南,框架结构,毛坯,两梯五户,有
873,68,2室1厅1厨1卫,低楼层 (共26层),62.58㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯七户,有
874,68,2室1厅1厨1卫,高楼层 (共24层),75.06㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
875,75,2室2厅1厨1卫,中楼层 (共18层),73.31㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,有
876,129.8,3室2厅1厨1卫,高楼层 (共24层),87.13㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有
877,84,3室2厅1厨1卫,低楼层 (共33层),91㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
878,50,1室1厅1厨1卫,低楼层 (共22层),64.74㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯八户,有
879,50,1室1厅1厨1卫,低楼层 (共31层),50㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有
880,80,2室1厅1厨1卫,中楼层 (共10层),67.08㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有
881,65,2室1厅1厨1卫,高楼层 (共18层),78.2㎡,平层,62.31㎡,暂无数据,南,钢混结构,简装,两梯六户,有
882,85,2室2厅1厨1卫,高楼层 (共18层),67㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯六户,暂无数据
883,63,1室1厅1厨1卫,高楼层 (共19层),63.25㎡,平层,暂无数据,板塔结合,西南,框架结构,其他,两梯七户,有
884,80,2室2厅1厨1卫,中楼层 (共11层),100.29㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯十一户,暂无数据
885,142,3室2厅1厨2卫,高楼层 (共18层),109.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有
